,Down,Yards
272510,1,1
272518,1,-4
272556,1,4
272562,1,1
272584,2,1
272606,1,17
272627,2,15
272654,1,1
272685,2,8
272694,1,17
272716,1,16
272738,1,6
272760,1,-2
272781,1,4
272804,2,0
272841,1,8
272863,2,3
272885,2,9
272905,2,2
272914,1,2
272936,3,7
272958,1,-1
272980,2,2
273006,1,-1
273027,2,0
273049,3,4
273075,1,29
273101,1,1
273127,3,0
273137,1,2
273159,1,3
273181,2,5
273216,1,0
273226,2,7
273259,1,5
273283,2,3
273305,2,13
273327,1,5
273331,1,1
273357,1,3
273387,1,7
273409,2,6
273431,1,9
273446,1,2
273466,2,17
273490,2,2
273525,1,2
273546,2,3
273562,1,4
273585,1,9
273612,1,1
273621,1,16
273643,1,4
273666,2,-1
273687,1,7
273723,1,4
273739,1,-1
273767,2,6
273788,1,0
273810,2,4
273821,3,10
273855,2,5
273876,1,3
273887,1,2
273910,2,5
273943,1,7
273964,2,0
273975,1,24
273998,1,-2
274031,1,5
274053,1,9
274075,2,6
274097,1,11
274119,1,5
274141,2,-1
274151,1,2
274173,1,3
274205,2,2
274227,1,2
274248,2,2
274261,2,7
274283,1,3
274306,2,3
274339,1,1
274360,2,1
274381,1,5
274393,1,3
274426,1,0
274438,1,-1
274470,1,14
274492,1,5
274503,1,2
274536,2,5
274558,1,0
274581,2,4
274592,1,-2
274625,1,17
274647,1,5
274669,2,15
274691,1,0
274712,2,3
274734,3,2
274757,1,1
274779,2,11
274790,1,7
274810,2,4
274834,3,11
274855,2,2
274877,1,2
274898,2,6
274933,1,2
274955,2,2
274964,1,6
274987,3,0
275021,1,1
275043,2,3
275065,2,-1
275074,2,7
275107,1,1
275131,1,8
275140,2,10
275163,1,8
275197,2,1
275219,1,8
275241,2,3
275263,1,1
275284,1,6
275294,1,5
275316,2,4
275338,1,0
275362,3,5
275382,1,2
275404,2,1
275426,1,16
275448,2,11
275483,1,0
275505,2,2
275527,3,5
275529,1,13
275551,1,4
275573,1,1
275599,3,3
275622,2,5
275651,1,-7
275676,3,5
275687,1,0
275710,1,6
275727,1,3
275750,1,14
275771,1,0
275798,3,14
275834,1,5
275856,3,8
275878,1,-5
275886,1,4
275911,3,-9
275937,1,0
275959,1,3
275969,2,2
276007,2,3
276013,1,10
276034,1,2
276058,1,5
276098,1,0
276120,2,9
276135,1,1
276150,1,1
276172,3,3
276204,1,6
276215,1,4
276237,2,62
276255,1,1
276277,2,5
276299,3,2
276334,2,6
276352,1,5
276374,2,3
276396,3,0
276418,1,1
276440,2,4
276462,3,2
276488,1,3
276510,2,2
276538,1,9
276555,2,4
276576,2,10
276588,1,6
276612,2,2
276643,1,3
276664,1,4
276685,1,-5
276704,1,12
276722,1,2
276753,1,4
276775,2,3
276797,2,13
276819,1,0
276832,1,11
276851,1,6
276880,2,4
276898,1,4
276934,2,4
276942,1,15
276964,1,2
276986,1,4
277008,2,3
277030,1,3
277052,2,-1
277082,1,3
277104,2,9
277118,1,6
277140,2,6
277162,1,5
277193,1,6
277215,2,2
277228,1,3
277264,2,1
277272,3,2
277294,1,3
277316,2,23
277338,1,2
277360,2,5
277382,1,10
277404,3,3
277440,1,9
277462,1,9
277484,2,1
277495,2,1
277528,1,-1
277549,2,4
277571,1,-3
277583,1,7
277604,2,14
277634,1,11
277649,1,1
277681,1,11
277703,1,1
277725,2,5
277747,1,5
277771,2,-3
277792,1,0
277801,1,2
277822,2,-7
277843,1,1
277881,1,1
277903,1,9
277925,3,3
277946,2,8
277956,2,0
277976,2,6
277999,1,0
278022,1,3
278056,1,7
278079,1,-2
278089,1,3
278108,1,3
278139,2,10
278161,1,2
278177,1,6
278196,1,3
278227,2,1
278241,2,2
278260,3,7
278299,1,6
278316,2,2
278341,1,5
278365,1,21
278387,1,-3
278403,2,1
278431,1,1
278453,2,2
278475,3,4
278481,1,22
278507,1,7
278528,1,3
278562,1,3
278583,1,0
278605,3,27
278628,1,2
278639,1,3
278656,1,4
278683,1,9
278706,2,1
278727,2,1
278758,1,3
278780,2,36
278804,2,5
278827,1,4
278848,2,-2
278855,1,5
278890,1,4
278902,1,4
278934,1,-5
278956,2,3
278981,1,13
279003,1,18
279023,1,6
279035,2,5
279066,1,19
279088,1,8
279113,2,3
279135,1,1
279144,1,11
279166,1,4
279199,1,5
279222,1,8
279244,2,-3
279264,1,4
279286,2,-6
279308,1,0
279330,3,0
279344,2,0
279367,1,0
279389,2,3
279406,1,3
279432,1,16
279450,1,0
279472,2,-2
279494,1,20
279521,1,5
279543,1,0
279564,1,22
279586,1,16
279604,1,5
279637,2,2
279659,3,-1
279670,1,3
279696,1,3
279711,1,-2
279740,1,5
279762,2,10
279785,1,0
279807,2,27
279831,1,1
279850,2,0
279873,2,0
279890,2,3
279917,2,1
279934,1,0
279961,1,3
279984,2,6
280000,1,-4
280026,1,3
280048,1,0
280070,2,1
280092,1,1
280114,1,0
280141,2,5
280169,1,8
280191,2,3
280202,2,9
280223,1,7
280245,2,2
280263,1,2
280301,1,16
280322,1,6
280344,2,5
280367,1,3
280372,2,4
280411,1,0
280422,1,0
280455,2,0
280466,2,4
280498,2,6
280510,2,5
280528,1,1
280565,2,3
280576,1,5
280597,3,5
280619,1,2
280653,1,2
280674,2,5
280697,1,5
280719,3,-1
280741,1,2
280762,2,3
280785,1,4
280807,2,0
280829,1,0
280851,1,11
280861,1,3
280883,1,1
280917,2,9
280923,1,9
280945,2,4
280970,2,3
280990,3,3
281026,1,1
281034,1,2
281057,2,0
281093,1,2
281115,1,1
281136,3,2
281159,2,0
281168,1,1
281190,2,3
281210,1,1
281234,2,4
281264,1,1
281290,2,3
281308,1,4
281322,1,3
281342,4,-1
281374,1,4
281396,1,4
281421,2,-1
281430,2,3
281453,1,2
281475,2,2
281505,2,1
281529,3,0
281541,1,4
281562,1,2
281586,2,2
281610,1,6
281629,2,1
281651,3,1
281673,2,10
281698,1,8
281730,1,18
281747,2,0
281774,1,9
281795,2,3
281817,1,3
281829,1,-8
281858,2,4
281885,2,0
281907,3,5
281929,1,-1
281939,1,0
281961,2,2
281986,1,1
282017,1,0
282035,1,5
282056,2,9
282074,1,-1
282093,1,6
282111,2,3
282136,3,6
282167,1,-3
282174,2,1
282206,2,4
282219,1,3
282255,1,2
282266,2,5
282292,1,9
282321,1,10
282342,1,-5
282365,1,1
282378,1,4
282400,1,4
282417,2,5
282448,1,2
282470,1,0
282490,2,11
282505,1,8
282527,2,-1
282563,2,1
282584,2,12
282606,1,-2
282614,1,0
282651,1,2
282673,1,3
282687,1,20
282703,1,5
282729,1,-7
282752,2,-2
282768,1,4
282790,2,0
282813,3,8
282841,1,5
282874,1,-3
282885,1,1
282907,1,1
282939,1,3
282951,1,6
282968,2,31
282995,1,2
283027,1,-1
283049,1,6
283061,1,9
283083,1,4
283105,2,-1
283137,1,3
283149,1,1
283181,1,3
283204,1,1
283225,1,9
283248,1,0
283270,2,1
283285,2,2
283303,1,6
283325,2,3
283347,2,-1
283369,2,8
283391,1,0
283413,1,16
283435,1,9
283457,2,3
283479,2,3
283494,3,3
283523,2,-7
283557,1,9
283567,1,5
283589,2,-1
283620,1,9
283644,1,4
283654,1,4
283678,2,2
283699,1,8
283730,1,-6
283752,1,1
283767,2,0
283788,3,2
283808,2,6
283831,2,15
283853,1,0
283875,3,6
283900,1,7
283917,1,20
283939,1,2
283973,1,8
283995,1,0
284017,2,3
284038,1,2
284061,1,2
284076,3,6
284098,1,0
284118,1,7
284137,2,2
284170,2,-3
284194,1,3
284205,3,4
284227,1,0
284246,1,3
284268,2,3
284290,3,0
284324,1,-3
284347,1,2
284369,2,0
284391,1,0
284412,2,0
284427,3,0
284439,1,3
284461,2,3
284500,1,9
284522,1,1
284544,2,3
284549,1,6
284571,2,18
284594,2,8
284626,1,1
284648,2,5
284661,1,3
284683,1,4
284705,1,3
284741,1,-3
284764,3,2
284780,2,4
284791,1,3
284825,1,-3
284847,2,6
284868,1,4
284896,1,3
284918,2,0
284935,3,6
284961,1,4
284979,2,2
284989,1,3
285011,1,3
285033,2,5
285055,1,1
285089,1,1
285099,2,10
285121,1,7
285143,2,5
285165,1,0
285188,1,8
285210,2,7
285232,1,3
285270,1,6
285291,2,1
285309,2,-1
285319,1,1
285352,1,13
285374,1,1
285402,1,8
285424,2,1
285440,1,3
285467,1,2
285489,2,2
285507,3,0
285526,2,11
285546,1,8
285568,2,1
285592,2,8
285613,1,6
285635,2,1
285667,1,25
285685,2,-1
285700,1,1
285722,2,3
285750,2,2
285777,3,1
285794,3,-3
285812,1,4
285834,2,2
285862,2,8
285877,1,1
285898,2,2
285920,3,5
285944,1,6
285965,2,8
285992,1,0
286009,2,-2
286041,1,4
286058,1,-5
286080,1,-3
286103,1,0
286125,1,5
286140,2,2
286169,1,-1
286191,2,3
286206,2,5
286234,1,14
286257,1,-3
286278,1,4
286301,1,1
286318,1,4
286340,2,5
286361,2,0
286384,1,18
286406,1,2
286428,2,1
286457,1,-1
286479,1,4
286501,1,-4
286512,1,1
286534,2,7
286556,1,4
286589,1,1
286611,2,-2
286632,3,1
286645,1,-2
286677,2,11
286689,2,4
286721,1,9
286743,2,0
286765,2,3
286787,2,4
286798,1,1
286820,2,4
286853,2,1
286875,3,4
286897,1,1
286919,3,1
286941,4,1
286953,1,5
286975,2,3
286997,3,1
287029,1,1
287037,1,1
287062,2,5
287084,1,6
287117,1,5
287139,3,2
287161,1,9
287183,2,-3
287205,3,2
287218,1,5
287249,1,19
287271,1,6
287293,1,2
287315,2,-1
287336,1,5
287358,2,-4
287380,1,5
287402,2,5
287424,1,1
287436,2,9
287461,1,1
287483,2,4
287497,1,3
287527,3,1
287559,1,28
287576,1,2
287603,3,0
287607,1,12
287629,1,2
287669,1,9
287686,3,6
287708,1,2
287735,1,3
287757,1,0
287769,1,3
287796,1,3
287818,3,-2
287827,2,3
287867,2,2
287872,1,9
287893,2,3
287933,1,7
287955,2,3
287971,1,5
287981,1,13
288011,2,21
288033,1,3
288055,3,6
288081,1,3
288091,1,0
288121,1,4
288153,1,20
288175,1,66
288179,1,2
288214,1,7
288236,2,9
288257,1,3
288280,2,0
288307,1,0
288323,1,4
288345,2,4
288367,1,1
288389,2,1
288401,1,6
288425,2,10
288446,1,3
288485,1,-1
288506,2,6
288511,1,1
288533,2,1
288573,2,1
288578,1,1
288600,3,6
288638,1,5
288643,1,11
288666,1,2
288703,2,53
288726,1,2
288731,2,4
288754,3,-1
288793,1,-1
288798,2,1
288820,1,5
288841,1,0
288863,2,1
288901,1,3
288923,3,11
288946,1,5
288968,2,6
288990,1,11
289011,1,14
289034,2,4
289040,1,9
289067,1,1
289101,3,1
289122,1,1
289142,2,3
289149,1,8
289171,1,6
289193,2,2
289214,1,0
289243,3,2
289276,2,7
289298,1,2
289320,3,7
289341,2,8
289364,3,2
289385,2,3
289409,3,0
289413,1,1
289434,1,4
289457,3,1
289480,1,6
289502,2,1
289524,2,2
289546,1,2
289568,2,3
289605,1,4
289626,1,3
289640,2,2
289662,3,-1
289684,1,3
289706,1,5
289723,3,3
289759,1,15
289780,1,20
289804,1,2
289826,2,1
289832,1,5
289860,1,3
289877,1,2
289899,1,5
289935,1,7
289957,1,6
289979,2,2
290001,2,3
290023,2,-2
290036,1,2
290058,2,15
290080,1,3
290102,2,0
290133,1,1
290154,1,1
290163,2,1
290198,1,3
290212,1,2
290227,1,1
290249,2,12
290271,1,2
290309,1,2
290332,1,0
290354,2,7
290374,2,2
290388,1,5
290418,1,19
290435,1,15
290461,1,0
290476,1,-3
290506,2,3
290529,1,0
290532,1,2
290554,2,-1
290595,2,3
290615,1,7
290638,1,5
290660,2,1
290674,2,10
290696,3,2
290718,1,-2
290749,1,1
290768,1,4
290784,1,5
290806,2,9
290828,1,0
290849,1,2
290880,2,4
290894,1,1
290916,2,0
290947,2,1
290967,1,1
290990,1,19
291012,2,2
291034,3,6
291048,3,1
291069,1,9
291091,2,2
291113,1,2
291135,2,2
291169,1,3
291189,1,3
291201,1,4
291233,3,0
291256,4,2
291279,1,2
291297,2,5
291311,1,4
291333,1,3
291365,1,4
291378,2,0
291411,1,2
291431,1,-3
291453,1,3
291475,1,4
291497,1,2
291519,2,4
291541,2,5
291564,1,1
291586,1,6
291605,2,4
291628,1,8
291651,2,7
291664,1,10
291686,1,1
291708,1,-1
291730,1,4
291748,2,-1
291773,1,3
291795,1,6
291818,2,4
291839,1,1
291859,2,1
291881,3,3
291916,1,3
291938,2,-5
291941,1,4
291980,2,4
291989,1,1
292011,2,2
292029,1,7
292051,2,0
292090,1,22
292112,1,5
292134,2,3
292143,2,-1
292166,1,6
292188,2,7
292222,2,4
292227,2,14
292249,1,8
292271,2,8
292297,1,8
292319,2,-2
292342,1,6
292364,2,3
292384,3,2
292423,1,0
292442,2,-2
292464,2,11
292485,1,8
292491,1,-2
292518,2,-2
292540,3,1
292561,2,-3
292579,1,-1
292617,1,9
292639,2,2
292660,1,0
292682,1,1
292689,1,7
292728,1,0
292739,1,3
292770,2,1
292792,1,11
292814,1,1
292821,1,9
292843,2,21
292865,1,0
292893,1,4
292914,2,-1
292931,1,0
292953,2,-2
292990,2,10
293012,2,1
293034,2,0
293056,1,7
293083,2,6
293101,1,0
293123,3,1
293146,1,4
293168,2,0
293190,3,4
293204,1,17
293224,1,3
293256,2,3
293279,1,2
293300,1,2
293323,2,1
293347,1,9
293357,1,3
293379,2,2
293410,1,0
293432,2,1
293446,1,4
293464,1,4
293490,1,2
293520,1,0
293542,1,8
293564,2,-3
293586,2,15
293609,1,1
293633,1,-4
293644,2,6
293661,1,4
293696,2,2
293718,1,4
293742,1,-2
293763,2,-1
293776,1,12
293794,2,1
293820,1,2
293842,2,7
293864,3,0
293894,2,-2
293908,1,3
293926,2,2
293944,1,20
293973,2,-1
293994,1,1
294016,2,3
294040,2,2
294062,2,2
294094,1,3
294106,1,6
294137,1,3
294159,1,4
294181,2,6
294194,1,-2
294215,2,1
294237,2,4
294258,1,4
294273,1,35
294314,1,4
294335,1,5
294348,1,16
294368,1,-4
294402,1,2
294423,2,1
294445,2,0
294465,2,1
294489,2,-1
294500,1,8
294522,2,7
294543,1,0
294577,1,14
294599,1,6
294621,1,0
294643,2,4
294662,1,2
294686,1,1
294706,3,1
294729,1,2
294754,3,4
294776,1,4
294787,1,3
294819,1,0
294828,3,2
294852,2,0
294874,3,0
294907,1,9
294926,2,0
294950,2,1
294958,1,1
294979,2,4
295002,2,4
295023,1,1
295062,1,4
295084,2,13
295105,1,45
295127,2,1
295135,1,-7
295172,1,5
295194,1,4
295205,1,5
295222,1,12
295245,2,3
295281,1,6
295304,2,2
295325,1,15
295344,1,6
295369,1,1
295390,2,3
295398,1,23
295436,1,11
295457,1,19
295479,2,1
295498,1,3
295524,2,1
295546,1,3
295568,1,1
295574,1,22
295596,1,2
295633,1,2
295655,2,5
295661,1,0
295699,2,1
295721,2,8
295727,1,-4
295767,1,8
295786,2,11
295810,1,-1
295830,1,3
295852,2,10
295874,2,2
295897,3,0
295911,1,2
295933,2,5
295955,1,-1
295977,2,-3
295998,1,2
296018,2,8
296042,1,13
296062,1,1
296086,1,15
296109,1,4
296131,2,-1
296143,1,5
296165,2,3
296194,1,3
296216,1,1
296234,2,0
296262,2,24
296284,1,2
296304,2,4
296328,1,-5
296350,2,10
296373,1,-1
296394,1,1
296416,1,8
296438,2,-1
296460,2,4
296482,2,2
296506,1,5
296529,2,2
296551,1,6
296573,2,0
296592,1,0
296612,3,8
296637,2,2
296659,1,0
296680,3,6
296702,1,2
296724,1,-2
296746,2,1
296776,1,3
296788,1,3
296821,1,6
296831,1,2
296853,2,2
296869,1,0
296891,2,9
296930,2,2
296952,2,3
296956,2,5
296997,1,13
297018,1,3
297041,2,5
297062,1,2
297074,1,3
297107,1,0
297128,3,0
297140,2,6
297162,3,-1
297182,2,6
297198,3,4
297227,1,16
297250,2,-3
297265,1,4
297287,2,8
297308,2,-1
297330,1,0
297370,2,9
297392,2,3
297414,3,11
297426,1,14
297448,1,4
297470,1,5
297492,2,0
297514,1,3
297536,1,5
297558,2,2
297580,2,2
297595,1,-3
297624,2,3
297646,3,2
297663,2,-2
297702,1,6
297723,2,5
297746,1,1
297757,1,26
297773,2,-1
297807,1,11
297834,1,1
297856,1,1
297867,1,1
297882,3,3
297910,1,4
297926,4,2
297966,1,4
297976,2,-1
298004,1,9
298032,2,2
298053,2,0
298064,1,-1
298091,1,1
298120,2,3
298130,2,21
298153,2,21
298186,1,-5
298191,1,6
298213,2,-1
298234,2,4
298256,1,16
298278,1,8
298300,2,5
298323,1,3
298362,2,5
298384,1,4
298389,1,8
298409,2,7
298432,1,3
298460,1,5
298476,1,4
298505,1,1
298525,3,0
298549,1,13
298582,1,1
298604,2,-2
298626,1,-2
298648,2,4
298670,3,10
298692,1,6
298714,2,1
298736,3,4
298741,1,2
298781,2,3
298785,1,9
298807,2,2
298831,1,4
298851,1,-1
298878,4,0
298905,1,2
298927,2,0
298957,2,-4
298977,1,3
298984,1,9
299006,2,-2
299037,1,0
299060,2,1
299074,2,4
299093,1,5
299115,1,4
299138,2,5
299159,3,1
299182,2,1
299204,1,5
299236,1,3
299247,1,2
299270,1,6
299292,2,5
299314,1,7
299336,2,1
299357,1,-2
299379,3,1
299418,1,1
299440,1,0
299446,1,8
299467,2,3
299488,1,3
299510,2,0
299534,2,7
299555,1,1
299578,1,15
299600,1,6
299631,1,6
299641,1,2
299664,1,3
299689,1,1
299707,1,4
299744,1,2
299771,2,0
299774,1,-1
299815,2,11
299817,2,1
299848,1,0
299861,1,4
299888,2,4
299920,1,-1
299926,1,4
299949,1,4
299970,1,2
299996,2,4
300019,2,7
300037,3,4
300060,3,6
300081,2,5
300108,1,5
300128,2,4
300147,1,2
300169,2,5
300192,1,4
300214,2,7
300236,1,2
300258,2,-5
300282,3,4
300302,1,2
300324,2,1
300354,2,3
300385,1,3
300407,1,11
300429,1,6
300452,2,3
300474,1,1
300486,1,1
300517,1,8
300540,1,-3
300562,1,6
300584,2,-2
300607,1,0
300617,1,1
300637,1,-2
300662,2,3
300694,2,16
300716,1,10
300739,2,-1
300761,1,4
300783,1,6
300804,2,0
300816,1,2
300838,4,5
300860,2,5
300881,1,14
300903,2,0
300936,1,16
300958,1,4
300980,3,4
301002,1,6
301024,3,8
301046,2,2
301057,2,-1
301090,1,0
301113,1,-3
301134,2,4
301156,2,4
301178,1,7
301200,1,14
301222,1,3
301245,2,4
301255,2,4
301288,1,-2
301311,2,3
301326,2,2
301344,2,10
301370,1,1
301388,1,3
301410,2,4
301436,1,13
301458,2,12
301480,1,2
301503,1,3
301525,2,2
301545,1,2
301568,1,2
301586,1,5
301608,1,10
301630,1,8
301655,1,3
301673,2,9
301695,1,-2
301722,1,4
301744,1,41
301766,1,3
301784,2,3
301806,3,3
301833,1,3
301855,1,1
301876,2,2
301892,1,11
301916,1,0
301942,1,2
301966,2,3
301982,1,17
302004,1,1
302030,1,3
302054,2,5
302074,1,4
302092,1,5
302118,1,-2
302145,2,6
302162,1,17
302184,1,2
302206,2,7
302231,1,1
302252,3,2
302275,1,2
302297,1,11
302308,1,5
302338,1,3
302363,2,1
302382,3,2
302407,1,2
302433,1,-3
302451,1,1
302462,1,20
302484,1,-2
302517,1,5
302539,1,9
302561,2,11
302580,1,8
302605,1,14
302626,1,4
302637,1,0
302659,2,0
302686,2,6
302703,3,4
302726,1,11
302759,1,7
302781,2,2
302803,3,6
302814,1,6
302847,1,2
302858,1,2
302884,1,32
302902,2,3
302928,3,-1
302957,1,5
302979,2,7
303001,1,-3
303011,2,0
303034,3,6
303059,2,10
303079,1,14
303100,1,2
303133,1,9
303155,2,11
303177,1,-4
303199,2,8
303210,1,23
303232,1,0
303265,1,7
303287,2,4
303309,1,-2
303331,2,14
303353,1,6
303375,2,3
303396,3,5
303420,2,0
303443,1,4
303453,1,17
303476,1,-1
303498,1,2
303520,2,2
303543,1,3
303566,1,4
303587,2,0
303619,1,4
303641,2,1
303653,1,7
303674,2,2
303707,1,3
303729,3,3
303752,2,2
303773,3,5
303785,3,3
303808,1,4
303828,1,2
303859,2,2
303872,1,4
303894,1,4
303927,1,2
303938,1,0
303960,1,-5
303984,2,17
304004,1,1
304035,1,9
304058,2,2
304070,1,3
304102,1,3
304124,1,1
304145,1,2
304159,1,8
304181,2,7
304203,1,-2
304225,3,1
304247,1,5
304269,2,-2
304301,1,1
304322,3,-3
304335,1,2
304357,2,4
304379,3,1
304398,1,5
304422,3,-1
304456,1,2
304478,2,3
304500,1,5
304522,2,5
304545,2,5
304566,1,-2
304588,2,13
304596,1,7
304614,2,18
304654,1,3
304664,1,3
304685,2,1
304721,1,0
304729,2,11
304765,2,4
304786,1,4
304809,2,3
304830,2,0
304838,1,19
304860,1,3
304884,1,3
304919,1,5
304940,2,4
304961,3,2
304984,1,1
305006,2,0
305029,1,3
305051,2,1
305060,1,0
305094,1,0
305102,1,21
305124,1,2
305147,2,4
305175,1,0
305205,1,7
305227,2,5
305249,2,5
305271,1,2
305293,1,3
305315,2,5
305324,3,4
305346,1,26
305380,1,0
305402,2,6
305411,1,19
305442,1,5
305469,2,1
305490,1,0
305512,2,-1
305534,3,11
305556,1,1
305578,2,4
305600,3,-1
305612,1,5
305634,2,1
305659,1,3
305681,1,6
305703,1,7
305732,2,5
305747,1,0
305776,2,9
305798,1,12
305813,1,0
305842,1,5
305854,1,2
305876,3,-1
305901,1,5
305930,1,14
305952,1,3
305967,2,4
305996,3,6
306011,1,2
306030,3,2
306047,1,5
306074,2,3
306096,3,-2
306128,1,7
306143,2,-1
306162,1,12
306184,1,2
306206,2,2
306238,2,3
306260,2,4
306275,3,3
306294,2,7
306326,1,15
306348,1,3
306363,1,13
306385,1,4
306414,2,0
306426,1,9
306448,2,6
306470,1,2
306502,1,4
306517,1,1
306546,2,1
306568,3,10
306583,1,1
306605,2,2
306627,3,-2
306641,1,15
306663,1,4
306685,2,13
306711,2,-1
306743,1,2
306755,1,1
306787,1,4
306809,1,18
306820,1,-4
306853,1,2
306865,1,5
306880,1,6
306902,2,3
306933,1,-1
306953,1,6
306975,1,2
306990,2,9
307021,1,0
307051,1,2
307074,1,3
307097,1,-2
307117,1,4
307128,1,7
307150,1,-3
307172,1,0
307194,1,-1
307216,1,27
307239,1,9
307261,1,-4
307283,1,0
307304,1,17
307327,1,6
307349,2,-3
307371,1,-3
307392,1,7
307415,1,0
307445,2,2
307467,1,8
307489,2,3
307502,2,2
307525,1,-2
307547,2,9
307577,1,5
307599,1,7
307613,1,0
307635,2,4
307665,1,5
307687,1,9
307709,2,3
307731,1,-1
307740,1,0
307775,1,9
307797,1,8
307819,1,8
307829,1,2
307863,1,1
307883,1,10
307906,1,4
307929,2,-1
307944,1,4
307973,1,3
307995,1,10
308019,1,3
308040,3,8
308062,1,6
308084,2,2
308109,2,7
308115,1,2
308136,2,6
308174,2,3
308197,2,1
308203,1,3
308224,3,4
308246,2,10
308281,1,6
308303,2,5
308329,2,13
308351,1,1
308362,1,2
308384,1,-2
308414,1,3
308436,2,6
308458,2,3
308483,2,4
308487,1,1
308511,1,2
308547,1,9
308569,2,-2
308576,1,4
308597,1,14
308626,1,2
308657,1,2
308664,1,7
308692,1,3
308724,1,5
308747,2,2
308752,1,3
308774,2,6
308796,1,0
308823,1,8
308846,2,4
308876,1,-3
308900,2,3
308906,1,4
308928,1,3
308966,2,4
308977,2,0
309011,1,-2
309028,1,10
309054,1,3
309076,2,3
309098,2,19
309108,1,7
309132,1,5
309165,1,0
309186,1,1
309195,1,3
309231,1,8
309253,2,5
309274,1,-2
309286,1,12
309307,1,1
309340,1,5
309362,2,4
309384,1,2
309406,2,5
309427,2,3
309450,3,0
309462,1,-2
309481,1,3
309506,2,-4
309536,1,7
309559,2,0
309572,1,3
309594,1,4
309616,1,0
309648,1,6
309670,2,5
309691,1,-2
309713,3,11
309735,1,-2
309753,1,0
309779,2,-5
309792,1,4
309814,2,7
309836,2,2
309858,1,5
309880,2,3
309901,1,32
309923,1,4
309945,2,-1
309976,1,1
309998,2,8
310021,3,-1
310033,1,1
310048,1,3
310070,2,1
310108,1,7
310131,1,1
310135,1,7
310161,2,7
310196,2,5
310219,1,9
310241,1,9
310262,3,2
310284,2,7
310289,1,1
310311,1,3
310341,2,3
310362,1,17
310385,1,2
310416,1,19
310439,1,4
310460,1,0
310482,1,3
310500,1,7
310527,2,8
310549,2,2
310561,1,0
310590,1,41
310612,1,9
310634,2,2
310658,1,0
310678,4,2
310685,1,-1
310715,1,8
310744,2,4
310769,1,14
310790,2,4
310813,3,7
310835,1,0
310856,3,2
310876,1,-1
310900,1,2
310913,1,6
310927,1,-2
310967,1,3
310986,2,1
310992,2,2
311015,3,0
311056,1,11
311078,2,-1
311100,3,0
311122,1,9
311144,1,4
311147,1,7
311170,2,4
311190,1,5
311232,1,30
311254,3,3
311276,1,-3
311298,1,3
311300,1,4
311343,1,6
311344,2,5
311386,2,2
311408,3,1
311430,1,6
311452,1,4
311456,2,-2
311497,1,11
311519,1,2
311520,1,11
311563,1,7
311564,1,2
311605,2,-1
311609,2,1
311649,2,4
311671,2,0
311694,1,0
311717,2,9
311739,1,0
311761,1,6
311782,2,0
311804,1,0
311827,2,-3
311849,1,0
311867,2,7
311873,2,0
311895,2,1
311936,2,0
311939,1,7
311978,2,-3
312002,2,4
312007,2,2
312046,1,7
312049,1,1
312071,1,-2
312102,1,-5
312114,1,3
312137,2,6
312159,1,2
312183,1,-1
312203,1,7
312225,1,4
312247,2,1
312270,1,1
312311,2,-3
312333,3,-3
312335,1,-1
312357,1,5
312379,2,15
312402,1,0
312443,2,3
312465,1,6
312469,2,3
312491,1,4
312513,2,0
312535,1,2
312557,2,3
312579,1,4
312619,1,2
312641,3,7
312663,2,4
312667,1,2
312689,1,1
312709,1,9
312750,1,1
312753,2,0
312794,1,8
312816,1,0
312838,3,2
312860,1,2
312882,1,2
312903,2,7
312911,2,-2
312948,1,2
312970,2,1
312992,1,2
313014,2,3
313034,1,0
313039,2,8
313079,1,7
313102,1,11
313123,1,6
313145,2,-2
313153,1,-2
313188,2,1
313193,1,1
313232,1,3
313242,1,1
313259,1,1
313299,1,10
313308,2,3
313343,1,1
313347,1,0
313387,1,4
313391,1,1
313430,2,2
313452,3,0
313474,1,2
313497,1,5
313518,1,5
313541,2,3
313562,1,2
313585,4,1
313589,1,6
313618,2,5
313653,1,0
313675,1,9
313697,2,13
313719,1,14
313737,1,5
313759,1,4
313785,1,2
313807,2,-1
313817,2,0
313851,1,-1
313868,2,1
313876,1,3
313899,2,-1
313934,1,1
313942,2,2
313983,2,5
314000,2,5
314022,1,22
314037,2,-2
314071,2,3
314093,1,23
314115,1,3
314137,1,3
314159,1,3
314181,2,1
314203,3,3
314225,1,2
314227,1,6
314254,2,2
314291,1,0
314313,1,7
314330,1,2
314352,2,4
314379,1,9
314401,2,-2
314423,1,2
314439,2,11
314467,1,1
314489,2,3
314511,1,0
314533,2,10
314536,2,1
314571,1,4
314593,1,-4
314601,1,2
314624,2,5
314646,1,1
314676,1,3
314690,1,14
314712,1,5
314734,2,3
314768,1,11
314788,1,0
314806,1,10
314828,1,1
314861,2,2
314875,1,-2
314905,1,-1
314915,1,6
314938,2,0
314971,1,14
314986,1,2
315003,2,1
315028,3,5
315050,3,15
315070,3,1
315091,2,4
315112,1,2
315136,2,13
315165,1,0
315191,1,3
315201,1,3
315228,3,0
315257,1,4
315267,1,0
315301,1,-2
315314,1,2
315336,2,4
315355,1,7
315377,2,9
315402,1,13
315422,1,15
315444,1,-2
315477,1,8
315498,1,-4
315509,1,7
315531,2,16
315552,1,0
315577,2,9
315607,1,5
315629,2,6
315641,1,7
315663,2,7
315686,2,20
315717,1,1
315730,2,1
315763,1,7
315782,2,17
