,PlayId,Stadium,StadiumType
224026,20171217082523,CenturyLink Field,outdoor
224048,20171217082573,CenturyLink Field,outdoor
224070,20171217082628,CenturyLink Field,outdoor
224092,20171217082730,CenturyLink Field,outdoor
224114,20171217082817,CenturyLink Field,outdoor
224136,20171217082857,CenturyLink Field,outdoor
224158,20171217083144,CenturyLink Field,outdoor
224180,20171217083165,CenturyLink Field,outdoor
224202,20171217083203,CenturyLink Field,outdoor
224224,20171217083224,CenturyLink Field,outdoor
224246,20171217083531,CenturyLink Field,outdoor
224268,20171217083556,CenturyLink Field,outdoor
224290,20171217083577,CenturyLink Field,outdoor
224312,20171217083704,CenturyLink Field,outdoor
224334,20171217083725,CenturyLink Field,outdoor
224356,20171217083746,CenturyLink Field,outdoor
224378,20171217083814,CenturyLink Field,outdoor
224400,20171217083835,CenturyLink Field,outdoor
224422,20171217083991,CenturyLink Field,outdoor
224444,20171217084034,CenturyLink Field,outdoor
224466,20171217084141,CenturyLink Field,outdoor
224488,20171217084162,CenturyLink Field,outdoor
224510,20171217084206,CenturyLink Field,outdoor
224532,20171217084274,CenturyLink Field,outdoor
224554,20171217084299,CenturyLink Field,outdoor
224576,20171217084320,CenturyLink Field,outdoor
224598,20171217090082,Heinz Field,outdoor
224620,20171217090135,Heinz Field,outdoor
224642,20171217090244,Heinz Field,outdoor
224664,20171217090322,Heinz Field,outdoor
224686,20171217090343,Heinz Field,outdoor
224708,20171217090456,Heinz Field,outdoor
224730,20171217090666,Heinz Field,outdoor
224752,20171217090780,Heinz Field,outdoor
224774,20171217090949,Heinz Field,outdoor
224796,20171217091177,Heinz Field,outdoor
224818,20171217091304,Heinz Field,outdoor
224840,20171217091327,Heinz Field,outdoor
224862,20171217091348,Heinz Field,outdoor
224884,20171217091426,Heinz Field,outdoor
224906,20171217091557,Heinz Field,outdoor
224928,20171217091616,Heinz Field,outdoor
224950,20171217091637,Heinz Field,outdoor
224972,20171217091827,Heinz Field,outdoor
224994,20171217091872,Heinz Field,outdoor
225016,20171217091917,Heinz Field,outdoor
225038,20171217091938,Heinz Field,outdoor
225060,20171217092035,Heinz Field,outdoor
225082,20171217092196,Heinz Field,outdoor
225104,20171217092262,Heinz Field,outdoor
225126,20171217092337,Heinz Field,outdoor
225148,20171217092415,Heinz Field,outdoor
225170,20171217092462,Heinz Field,outdoor
225192,20171217092494,Heinz Field,outdoor
225214,20171217092595,Heinz Field,outdoor
225236,20171217092683,Heinz Field,outdoor
225258,20171217092723,Heinz Field,outdoor
225280,20171217092746,Heinz Field,outdoor
225302,20171217092843,Heinz Field,outdoor
225324,20171217092934,Heinz Field,outdoor
225346,20171217092981,Heinz Field,outdoor
225368,20171217093045,Heinz Field,outdoor
225390,20171217093090,Heinz Field,outdoor
225412,20171217093111,Heinz Field,outdoor
225434,20171217093323,Heinz Field,outdoor
225456,20171217093561,Heinz Field,outdoor
225478,20171217100058,Levis Stadium,outdoor
225500,20171217100129,Levis Stadium,outdoor
225522,20171217100155,Levis Stadium,outdoor
225544,20171217100234,Levis Stadium,outdoor
225566,20171217100415,Levis Stadium,outdoor
225588,20171217100489,Levis Stadium,outdoor
225610,20171217100587,Levis Stadium,outdoor
225632,20171217100668,Levis Stadium,outdoor
225654,20171217100689,Levis Stadium,outdoor
225676,20171217100710,Levis Stadium,outdoor
225698,20171217100755,Levis Stadium,outdoor
225720,20171217100804,Levis Stadium,outdoor
225742,20171217100892,Levis Stadium,outdoor
225764,20171217101022,Levis Stadium,outdoor
225786,20171217101137,Levis Stadium,outdoor
225808,20171217101234,Levis Stadium,outdoor
225830,20171217101312,Levis Stadium,outdoor
225852,20171217101456,Levis Stadium,outdoor
225874,20171217101481,Levis Stadium,outdoor
225896,20171217101558,Levis Stadium,outdoor
225918,20171217101579,Levis Stadium,outdoor
225940,20171217101640,Levis Stadium,outdoor
225962,20171217101661,Levis Stadium,outdoor
225984,20171217101711,Levis Stadium,outdoor
226006,20171217101820,Levis Stadium,outdoor
226028,20171217102177,Levis Stadium,outdoor
226050,20171217102240,Levis Stadium,outdoor
226072,20171217102261,Levis Stadium,outdoor
226094,20171217102364,Levis Stadium,outdoor
226116,20171217102410,Levis Stadium,outdoor
226138,20171217102467,Levis Stadium,outdoor
226160,20171217102517,Levis Stadium,outdoor
226182,20171217102686,Levis Stadium,outdoor
226204,20171217102735,Levis Stadium,outdoor
226226,20171217102846,Levis Stadium,outdoor
226248,20171217102871,Levis Stadium,outdoor
226270,20171217102944,Levis Stadium,outdoor
226292,20171217102969,Levis Stadium,outdoor
226314,20171217103113,Levis Stadium,outdoor
226336,20171217103134,Levis Stadium,outdoor
226358,20171217103275,Levis Stadium,outdoor
226380,20171217103441,Levis Stadium,outdoor
226402,20171217103462,Levis Stadium,outdoor
226424,20171217103761,Levis Stadium,outdoor
226446,20171217103946,Levis Stadium,outdoor
226468,20171217104019,Levis Stadium,outdoor
226490,20171217104089,Levis Stadium,outdoor
226512,20171217104333,Levis Stadium,outdoor
226534,20171217110051,Oakland Alameda-County Coliseum,outdoor
226556,20171217110097,Oakland Alameda-County Coliseum,outdoor
226578,20171217110153,Oakland Alameda-County Coliseum,outdoor
226600,20171217110202,Oakland Alameda-County Coliseum,outdoor
226622,20171217110279,Oakland Alameda-County Coliseum,outdoor
226644,20171217110302,Oakland Alameda-County Coliseum,outdoor
226666,20171217110364,Oakland Alameda-County Coliseum,outdoor
226688,20171217110430,Oakland Alameda-County Coliseum,outdoor
226710,20171217110451,Oakland Alameda-County Coliseum,outdoor
226732,20171217110626,Oakland Alameda-County Coliseum,outdoor
226754,20171217110718,Oakland Alameda-County Coliseum,outdoor
226776,20171217110816,Oakland Alameda-County Coliseum,outdoor
226798,20171217110932,Oakland Alameda-County Coliseum,outdoor
226820,20171217111160,Oakland Alameda-County Coliseum,outdoor
226842,20171217111226,Oakland Alameda-County Coliseum,outdoor
226864,20171217111319,Oakland Alameda-County Coliseum,outdoor
226886,20171217111466,Oakland Alameda-County Coliseum,outdoor
226908,20171217111511,Oakland Alameda-County Coliseum,outdoor
226930,20171217111602,Oakland Alameda-County Coliseum,outdoor
226952,20171217111629,Oakland Alameda-County Coliseum,outdoor
226974,20171217111721,Oakland Alameda-County Coliseum,outdoor
226996,20171217111766,Oakland Alameda-County Coliseum,outdoor
227018,20171217112060,Oakland Alameda-County Coliseum,outdoor
227040,20171217112081,Oakland Alameda-County Coliseum,outdoor
227062,20171217112173,Oakland Alameda-County Coliseum,outdoor
227084,20171217112194,Oakland Alameda-County Coliseum,outdoor
227106,20171217112337,Oakland Alameda-County Coliseum,outdoor
227128,20171217112455,Oakland Alameda-County Coliseum,outdoor
227150,20171217112702,Oakland Alameda-County Coliseum,outdoor
227172,20171217112805,Oakland Alameda-County Coliseum,outdoor
227194,20171217112988,Oakland Alameda-County Coliseum,outdoor
227216,20171217113119,Oakland Alameda-County Coliseum,outdoor
227238,20171217113195,Oakland Alameda-County Coliseum,outdoor
227260,20171217113421,Oakland Alameda-County Coliseum,outdoor
227282,20171217113511,Oakland Alameda-County Coliseum,outdoor
227304,20171217113688,Oakland Alameda-County Coliseum,outdoor
227326,20171217113733,Oakland Alameda-County Coliseum,outdoor
227348,20171217113771,Oakland Alameda-County Coliseum,outdoor
227370,20171217113809,Oakland Alameda-County Coliseum,outdoor
227392,20171218000058,Raymond James Stadium,outdoor
227414,20171218000079,Raymond James Stadium,outdoor
227436,20171218000141,Raymond James Stadium,outdoor
227458,20171218000257,Raymond James Stadium,outdoor
227480,20171218000448,Raymond James Stadium,outdoor
227502,20171218000544,Raymond James Stadium,outdoor
227524,20171218000598,Raymond James Stadium,outdoor
227546,20171218000645,Raymond James Stadium,outdoor
227568,20171218000668,Raymond James Stadium,outdoor
227590,20171218000782,Raymond James Stadium,outdoor
227612,20171218000803,Raymond James Stadium,outdoor
227634,20171218000824,Raymond James Stadium,outdoor
227656,20171218000908,Raymond James Stadium,outdoor
227678,20171218000958,Raymond James Stadium,outdoor
227700,20171218000987,Raymond James Stadium,outdoor
227722,20171218001098,Raymond James Stadium,outdoor
227744,20171218001194,Raymond James Stadium,outdoor
227766,20171218001265,Raymond James Stadium,outdoor
227788,20171218001315,Raymond James Stadium,outdoor
227810,20171218001397,Raymond James Stadium,outdoor
227832,20171218001418,Raymond James Stadium,outdoor
227854,20171218001516,Raymond James Stadium,outdoor
227876,20171218001537,Raymond James Stadium,outdoor
227898,20171218001558,Raymond James Stadium,outdoor
227920,20171218002179,Raymond James Stadium,outdoor
227942,20171218002295,Raymond James Stadium,outdoor
227964,20171218002443,Raymond James Stadium,outdoor
227986,20171218002636,Raymond James Stadium,outdoor
228008,20171218002657,Raymond James Stadium,outdoor
228030,20171218002678,Raymond James Stadium,outdoor
228052,20171218002721,Raymond James Stadium,outdoor
228074,20171218002742,Raymond James Stadium,outdoor
228096,20171218002763,Raymond James Stadium,outdoor
228118,20171218002921,Raymond James Stadium,outdoor
228140,20171218003092,Raymond James Stadium,outdoor
228162,20171218003124,Raymond James Stadium,outdoor
228184,20171218003193,Raymond James Stadium,outdoor
228206,20171218003236,Raymond James Stadium,outdoor
228228,20171218003257,Raymond James Stadium,outdoor
228250,20171218003300,Raymond James Stadium,outdoor
228272,20171218003321,Raymond James Stadium,outdoor
228294,20171218003485,Raymond James Stadium,outdoor
228316,20171218003657,Raymond James Stadium,outdoor
228338,20171218003678,Raymond James Stadium,outdoor
228360,20171218003740,Raymond James Stadium,outdoor
228382,20171218003778,Raymond James Stadium,outdoor
228404,20171223000073,M&T Stadium,outdoor
228426,20171223000134,M&T Stadium,outdoor
228448,20171223000184,M&T Stadium,outdoor
228470,20171223000205,M&T Stadium,outdoor
228492,20171223000257,M&T Stadium,outdoor
228514,20171223000319,M&T Stadium,outdoor
228536,20171223000340,M&T Stadium,outdoor
228558,20171223000385,M&T Stadium,outdoor
228580,20171223000486,M&T Stadium,outdoor
228602,20171223000531,M&T Stadium,outdoor
228624,20171223000576,M&T Stadium,outdoor
228646,20171223000597,M&T Stadium,outdoor
228668,20171223000642,M&T Stadium,outdoor
228690,20171223000761,M&T Stadium,outdoor
228712,20171223000964,M&T Stadium,outdoor
228734,20171223001070,M&T Stadium,outdoor
228756,20171223001091,M&T Stadium,outdoor
228778,20171223001112,M&T Stadium,outdoor
228800,20171223001157,M&T Stadium,outdoor
228822,20171223001178,M&T Stadium,outdoor
228844,20171223001299,M&T Stadium,outdoor
228866,20171223001320,M&T Stadium,outdoor
228888,20171223001389,M&T Stadium,outdoor
228910,20171223002013,M&T Stadium,outdoor
228932,20171223002147,M&T Stadium,outdoor
228954,20171223002168,M&T Stadium,outdoor
228976,20171223002189,M&T Stadium,outdoor
228998,20171223002210,M&T Stadium,outdoor
229020,20171223002300,M&T Stadium,outdoor
229042,20171223002372,M&T Stadium,outdoor
229064,20171223002489,M&T Stadium,outdoor
229086,20171223002513,M&T Stadium,outdoor
229108,20171223002584,M&T Stadium,outdoor
229130,20171223002605,M&T Stadium,outdoor
229152,20171223002650,M&T Stadium,outdoor
229174,20171223002706,M&T Stadium,outdoor
229196,20171223002810,M&T Stadium,outdoor
229218,20171223002935,M&T Stadium,outdoor
229240,20171223003094,M&T Stadium,outdoor
229262,20171223003115,M&T Stadium,outdoor
229284,20171223003141,M&T Stadium,outdoor
229306,20171223003163,M&T Stadium,outdoor
229328,20171223003286,M&T Stadium,outdoor
229350,20171223003424,M&T Stadium,outdoor
229372,20171223003617,M&T Stadium,outdoor
229394,20171223003696,M&T Stadium,outdoor
229416,20171223003717,M&T Stadium,outdoor
229438,20171223003884,M&T Stadium,outdoor
229460,20171223003922,M&T Stadium,outdoor
229482,20171223010086,Lambeau Field,outdoor
229504,20171223010107,Lambeau Field,outdoor
229526,20171223010128,Lambeau Field,outdoor
229548,20171223010189,Lambeau Field,outdoor
229570,20171223010234,Lambeau Field,outdoor
229592,20171223010255,Lambeau Field,outdoor
229614,20171223010300,Lambeau Field,outdoor
229636,20171223010455,Lambeau Field,outdoor
229658,20171223010613,Lambeau Field,outdoor
229680,20171223010693,Lambeau Field,outdoor
229702,20171223010717,Lambeau Field,outdoor
229724,20171223010738,Lambeau Field,outdoor
229746,20171223010792,Lambeau Field,outdoor
229768,20171223010873,Lambeau Field,outdoor
229790,20171223010894,Lambeau Field,outdoor
229812,20171223010956,Lambeau Field,outdoor
229834,20171223011048,Lambeau Field,outdoor
229856,20171223011069,Lambeau Field,outdoor
229878,20171223011278,Lambeau Field,outdoor
229900,20171223011347,Lambeau Field,outdoor
229922,20171223011391,Lambeau Field,outdoor
229944,20171223011511,Lambeau Field,outdoor
229966,20171223011669,Lambeau Field,outdoor
229988,20171223011940,Lambeau Field,outdoor
230010,20171223012018,Lambeau Field,outdoor
230032,20171223012039,Lambeau Field,outdoor
230054,20171223012101,Lambeau Field,outdoor
230076,20171223012122,Lambeau Field,outdoor
230098,20171223012143,Lambeau Field,outdoor
230120,20171223012253,Lambeau Field,outdoor
230142,20171223012362,Lambeau Field,outdoor
230164,20171223012383,Lambeau Field,outdoor
230186,20171223012529,Lambeau Field,outdoor
230208,20171223012574,Lambeau Field,outdoor
230230,20171223012595,Lambeau Field,outdoor
230252,20171223012616,Lambeau Field,outdoor
230274,20171223012775,Lambeau Field,outdoor
230296,20171223012862,Lambeau Field,outdoor
230318,20171223012931,Lambeau Field,outdoor
230340,20171223012952,Lambeau Field,outdoor
230362,20171223013034,Lambeau Field,outdoor
230384,20171223013081,Lambeau Field,outdoor
230406,20171223013123,Lambeau Field,outdoor
230428,20171223013325,Lambeau Field,outdoor
230450,20171223013434,Lambeau Field,outdoor
230472,20171223013467,Lambeau Field,outdoor
230494,20171223013505,Lambeau Field,outdoor
230516,20171224000075,Bank of America Stadium,outdoor
230538,20171224000125,Bank of America Stadium,outdoor
230560,20171224000175,Bank of America Stadium,outdoor
230582,20171224000384,Bank of America Stadium,outdoor
230604,20171224000405,Bank of America Stadium,outdoor
230626,20171224000450,Bank of America Stadium,outdoor
230648,20171224000473,Bank of America Stadium,outdoor
230670,20171224000523,Bank of America Stadium,outdoor
230692,20171224000544,Bank of America Stadium,outdoor
230714,20171224000665,Bank of America Stadium,outdoor
230736,20171224000848,Bank of America Stadium,outdoor
230758,20171224000916,Bank of America Stadium,outdoor
230780,20171224001192,Bank of America Stadium,outdoor
230802,20171224001286,Bank of America Stadium,outdoor
230824,20171224001307,Bank of America Stadium,outdoor
230846,20171224001436,Bank of America Stadium,outdoor
230868,20171224001711,Bank of America Stadium,outdoor
230890,20171224001756,Bank of America Stadium,outdoor
230912,20171224001777,Bank of America Stadium,outdoor
230934,20171224002008,Bank of America Stadium,outdoor
230956,20171224002100,Bank of America Stadium,outdoor
230978,20171224002188,Bank of America Stadium,outdoor
231000,20171224002321,Bank of America Stadium,outdoor
231022,20171224002364,Bank of America Stadium,outdoor
231044,20171224002451,Bank of America Stadium,outdoor
231066,20171224002472,Bank of America Stadium,outdoor
231088,20171224002620,Bank of America Stadium,outdoor
231110,20171224002687,Bank of America Stadium,outdoor
231132,20171224002939,Bank of America Stadium,outdoor
231154,20171224002983,Bank of America Stadium,outdoor
231176,20171224003004,Bank of America Stadium,outdoor
231198,20171224003087,Bank of America Stadium,outdoor
231220,20171224003108,Bank of America Stadium,outdoor
231242,20171224003167,Bank of America Stadium,outdoor
231264,20171224003343,Bank of America Stadium,outdoor
231286,20171224003422,Bank of America Stadium,outdoor
231308,20171224003478,Bank of America Stadium,outdoor
231330,20171224003836,Bank of America Stadium,outdoor
231352,20171224010058,Soldier Field,outdoor
231374,20171224010079,Soldier Field,outdoor
231396,20171224010100,Soldier Field,outdoor
231418,20171224010121,Soldier Field,outdoor
231440,20171224010227,Soldier Field,outdoor
231462,20171224010281,Soldier Field,outdoor
231484,20171224010424,Soldier Field,outdoor
231506,20171224010467,Soldier Field,outdoor
231528,20171224010626,Soldier Field,outdoor
231550,20171224010647,Soldier Field,outdoor
231572,20171224010679,Soldier Field,outdoor
231594,20171224010721,Soldier Field,outdoor
231616,20171224010890,Soldier Field,outdoor
231638,20171224011045,Soldier Field,outdoor
231660,20171224011288,Soldier Field,outdoor
231682,20171224011309,Soldier Field,outdoor
231704,20171224011330,Soldier Field,outdoor
231726,20171224011375,Soldier Field,outdoor
231748,20171224011492,Soldier Field,outdoor
231770,20171224011513,Soldier Field,outdoor
231792,20171224012016,Soldier Field,outdoor
231814,20171224012037,Soldier Field,outdoor
231836,20171224012082,Soldier Field,outdoor
231858,20171224012186,Soldier Field,outdoor
231880,20171224012317,Soldier Field,outdoor
231902,20171224012429,Soldier Field,outdoor
231924,20171224012498,Soldier Field,outdoor
231946,20171224012582,Soldier Field,outdoor
231968,20171224012774,Soldier Field,outdoor
231990,20171224012926,Soldier Field,outdoor
232012,20171224013105,Soldier Field,outdoor
232034,20171224013126,Soldier Field,outdoor
232056,20171224013402,Soldier Field,outdoor
232078,20171224013423,Soldier Field,outdoor
232100,20171224013795,Soldier Field,outdoor
232122,20171224013865,Soldier Field,outdoor
232144,20171224013886,Soldier Field,outdoor
232166,20171224013957,Soldier Field,outdoor
232188,20171224020051,Paul Brown Stadium,outdoor
232210,20171224020072,Paul Brown Stadium,outdoor
232232,20171224020217,Paul Brown Stadium,outdoor
232254,20171224020238,Paul Brown Stadium,outdoor
232276,20171224020404,Paul Brown Stadium,outdoor
232298,20171224020513,Paul Brown Stadium,outdoor
232320,20171224020534,Paul Brown Stadium,outdoor
232342,20171224020596,Paul Brown Stadium,outdoor
232364,20171224020841,Paul Brown Stadium,outdoor
232386,20171224020928,Paul Brown Stadium,outdoor
232408,20171224020949,Paul Brown Stadium,outdoor
232430,20171224020999,Paul Brown Stadium,outdoor
232452,20171224021020,Paul Brown Stadium,outdoor
232474,20171224021084,Paul Brown Stadium,outdoor
232496,20171224021105,Paul Brown Stadium,outdoor
232518,20171224021169,Paul Brown Stadium,outdoor
232540,20171224021195,Paul Brown Stadium,outdoor
232562,20171224021262,Paul Brown Stadium,outdoor
232584,20171224021288,Paul Brown Stadium,outdoor
232606,20171224021468,Paul Brown Stadium,outdoor
232628,20171224021584,Paul Brown Stadium,outdoor
232650,20171224021605,Paul Brown Stadium,outdoor
232672,20171224021674,Paul Brown Stadium,outdoor
232694,20171224021785,Paul Brown Stadium,outdoor
232716,20171224022254,Paul Brown Stadium,outdoor
232738,20171224022284,Paul Brown Stadium,outdoor
232760,20171224022305,Paul Brown Stadium,outdoor
232782,20171224022407,Paul Brown Stadium,outdoor
232804,20171224022428,Paul Brown Stadium,outdoor
232826,20171224022522,Paul Brown Stadium,outdoor
232848,20171224022581,Paul Brown Stadium,outdoor
232870,20171224022629,Paul Brown Stadium,outdoor
232892,20171224022826,Paul Brown Stadium,outdoor
232914,20171224022847,Paul Brown Stadium,outdoor
232936,20171224022973,Paul Brown Stadium,outdoor
232958,20171224022994,Paul Brown Stadium,outdoor
232980,20171224023043,Paul Brown Stadium,outdoor
233002,20171224023093,Paul Brown Stadium,outdoor
233024,20171224023215,Paul Brown Stadium,outdoor
233046,20171224023236,Paul Brown Stadium,outdoor
233068,20171224023257,Paul Brown Stadium,outdoor
233090,20171224023434,Paul Brown Stadium,outdoor
233112,20171224023501,Paul Brown Stadium,outdoor
233134,20171224023588,Paul Brown Stadium,outdoor
233156,20171224023644,Paul Brown Stadium,outdoor
233178,20171224023711,Paul Brown Stadium,outdoor
233200,20171224023769,Paul Brown Stadium,outdoor
233222,20171224023847,Paul Brown Stadium,outdoor
233244,20171224024129,Paul Brown Stadium,outdoor
233266,20171224024231,Paul Brown Stadium,outdoor
233288,20171224024269,Paul Brown Stadium,outdoor
233310,20171224024318,Paul Brown Stadium,outdoor
233332,20171224030089,Arrowhead Stadium,outdoor
233354,20171224030110,Arrowhead Stadium,outdoor
233376,20171224030326,Arrowhead Stadium,outdoor
233398,20171224030352,Arrowhead Stadium,outdoor
233420,20171224030429,Arrowhead Stadium,outdoor
233442,20171224030522,Arrowhead Stadium,outdoor
233464,20171224030800,Arrowhead Stadium,outdoor
233486,20171224030845,Arrowhead Stadium,outdoor
233508,20171224031029,Arrowhead Stadium,outdoor
233530,20171224031106,Arrowhead Stadium,outdoor
233552,20171224031127,Arrowhead Stadium,outdoor
233574,20171224031148,Arrowhead Stadium,outdoor
233596,20171224031193,Arrowhead Stadium,outdoor
233618,20171224031238,Arrowhead Stadium,outdoor
233640,20171224031324,Arrowhead Stadium,outdoor
233662,20171224031356,Arrowhead Stadium,outdoor
233684,20171224031436,Arrowhead Stadium,outdoor
233706,20171224031457,Arrowhead Stadium,outdoor
233728,20171224031478,Arrowhead Stadium,outdoor
233750,20171224031499,Arrowhead Stadium,outdoor
233772,20171224031520,Arrowhead Stadium,outdoor
233794,20171224031834,Arrowhead Stadium,outdoor
233816,20171224032260,Arrowhead Stadium,outdoor
233838,20171224032436,Arrowhead Stadium,outdoor
233860,20171224032530,Arrowhead Stadium,outdoor
233882,20171224032680,Arrowhead Stadium,outdoor
233904,20171224032779,Arrowhead Stadium,outdoor
233926,20171224032800,Arrowhead Stadium,outdoor
233948,20171224032821,Arrowhead Stadium,outdoor
233970,20171224032866,Arrowhead Stadium,outdoor
233992,20171224032889,Arrowhead Stadium,outdoor
234014,20171224033000,Arrowhead Stadium,outdoor
234036,20171224033080,Arrowhead Stadium,outdoor
234058,20171224033118,Arrowhead Stadium,outdoor
234080,20171224033401,Arrowhead Stadium,outdoor
234102,20171224033499,Arrowhead Stadium,outdoor
234124,20171224033527,Arrowhead Stadium,outdoor
234146,20171224033595,Arrowhead Stadium,outdoor
234168,20171224033616,Arrowhead Stadium,outdoor
234190,20171224033666,Arrowhead Stadium,outdoor
234212,20171224033687,Arrowhead Stadium,outdoor
234234,20171224033994,Arrowhead Stadium,outdoor
234256,20171224034032,Arrowhead Stadium,outdoor
234278,20171224040058,Gillette Stadium,outdoor
234300,20171224040079,Gillette Stadium,outdoor
234322,20171224040141,Gillette Stadium,outdoor
234344,20171224040162,Gillette Stadium,outdoor
234366,20171224040183,Gillette Stadium,outdoor
234388,20171224040296,Gillette Stadium,outdoor
234410,20171224040342,Gillette Stadium,outdoor
234432,20171224040387,Gillette Stadium,outdoor
234454,20171224040616,Gillette Stadium,outdoor
234476,20171224040637,Gillette Stadium,outdoor
234498,20171224040682,Gillette Stadium,outdoor
234520,20171224040727,Gillette Stadium,outdoor
234542,20171224040765,Gillette Stadium,outdoor
234564,20171224040871,Gillette Stadium,outdoor
234586,20171224040916,Gillette Stadium,outdoor
234608,20171224040937,Gillette Stadium,outdoor
234630,20171224041002,Gillette Stadium,outdoor
234652,20171224041270,Gillette Stadium,outdoor
234674,20171224041398,Gillette Stadium,outdoor
234696,20171224041460,Gillette Stadium,outdoor
234718,20171224041559,Gillette Stadium,outdoor
234740,20171224041604,Gillette Stadium,outdoor
234762,20171224041744,Gillette Stadium,outdoor
234784,20171224042180,Gillette Stadium,outdoor
234806,20171224042217,Gillette Stadium,outdoor
234828,20171224042238,Gillette Stadium,outdoor
234850,20171224042259,Gillette Stadium,outdoor
234872,20171224042429,Gillette Stadium,outdoor
234894,20171224042474,Gillette Stadium,outdoor
234916,20171224042519,Gillette Stadium,outdoor
234938,20171224042540,Gillette Stadium,outdoor
234960,20171224042606,Gillette Stadium,outdoor
234982,20171224042651,Gillette Stadium,outdoor
235004,20171224042769,Gillette Stadium,outdoor
235026,20171224042839,Gillette Stadium,outdoor
235048,20171224042860,Gillette Stadium,outdoor
235070,20171224042984,Gillette Stadium,outdoor
235092,20171224043032,Gillette Stadium,outdoor
235114,20171224043094,Gillette Stadium,outdoor
235136,20171224043115,Gillette Stadium,outdoor
235158,20171224043141,Gillette Stadium,outdoor
235180,20171224043206,Gillette Stadium,outdoor
235202,20171224043227,Gillette Stadium,outdoor
235224,20171224043272,Gillette Stadium,outdoor
235246,20171224043388,Gillette Stadium,outdoor
235268,20171224043536,Gillette Stadium,outdoor
235290,20171224043557,Gillette Stadium,outdoor
235312,20171224043582,Gillette Stadium,outdoor
235334,20171224043631,Gillette Stadium,outdoor
235356,20171224043652,Gillette Stadium,outdoor
235378,20171224043673,Gillette Stadium,outdoor
235400,20171224043711,Gillette Stadium,outdoor
235422,20171224043986,Gillette Stadium,outdoor
235444,20171224044028,Gillette Stadium,outdoor
235466,20171224050080,Mercedes-Benz Superdome,indoor
235488,20171224050105,Mercedes-Benz Superdome,indoor
235510,20171224050170,Mercedes-Benz Superdome,indoor
235532,20171224050238,Mercedes-Benz Superdome,indoor
235554,20171224050287,Mercedes-Benz Superdome,indoor
235576,20171224050341,Mercedes-Benz Superdome,indoor
235598,20171224050371,Mercedes-Benz Superdome,indoor
235620,20171224050392,Mercedes-Benz Superdome,indoor
235642,20171224050478,Mercedes-Benz Superdome,indoor
235664,20171224050543,Mercedes-Benz Superdome,indoor
235686,20171224050666,Mercedes-Benz Superdome,indoor
235708,20171224050691,Mercedes-Benz Superdome,indoor
235730,20171224050828,Mercedes-Benz Superdome,indoor
235752,20171224050895,Mercedes-Benz Superdome,indoor
235774,20171224051055,Mercedes-Benz Superdome,indoor
235796,20171224051138,Mercedes-Benz Superdome,indoor
235818,20171224051190,Mercedes-Benz Superdome,indoor
235840,20171224051215,Mercedes-Benz Superdome,indoor
235862,20171224051262,Mercedes-Benz Superdome,indoor
235884,20171224051356,Mercedes-Benz Superdome,indoor
235906,20171224051452,Mercedes-Benz Superdome,indoor
235928,20171224051479,Mercedes-Benz Superdome,indoor
235950,20171224051547,Mercedes-Benz Superdome,indoor
235972,20171224051723,Mercedes-Benz Superdome,indoor
235994,20171224051995,Mercedes-Benz Superdome,indoor
236016,20171224052016,Mercedes-Benz Superdome,indoor
236038,20171224052053,Mercedes-Benz Superdome,indoor
236060,20171224052154,Mercedes-Benz Superdome,indoor
236082,20171224052204,Mercedes-Benz Superdome,indoor
236104,20171224052251,Mercedes-Benz Superdome,indoor
236126,20171224052373,Mercedes-Benz Superdome,indoor
236148,20171224052496,Mercedes-Benz Superdome,indoor
236170,20171224052517,Mercedes-Benz Superdome,indoor
236192,20171224052630,Mercedes-Benz Superdome,indoor
236214,20171224052677,Mercedes-Benz Superdome,indoor
236236,20171224052702,Mercedes-Benz Superdome,indoor
236258,20171224052812,Mercedes-Benz Superdome,indoor
236280,20171224052859,Mercedes-Benz Superdome,indoor
236302,20171224052925,Mercedes-Benz Superdome,indoor
236324,20171224052952,Mercedes-Benz Superdome,indoor
236346,20171224053058,Mercedes-Benz Superdome,indoor
236368,20171224053084,Mercedes-Benz Superdome,indoor
236390,20171224053316,Mercedes-Benz Superdome,indoor
236412,20171224053401,Mercedes-Benz Superdome,indoor
236434,20171224053619,Mercedes-Benz Superdome,indoor
236456,20171224053731,Mercedes-Benz Superdome,indoor
236478,20171224060097,MetLife,outdoor
236500,20171224060160,MetLife,outdoor
236522,20171224060264,MetLife,outdoor
236544,20171224060285,MetLife,outdoor
236566,20171224060446,MetLife,outdoor
236588,20171224060472,MetLife,outdoor
236610,20171224060546,MetLife,outdoor
236632,20171224060627,MetLife,outdoor
236654,20171224060695,MetLife,outdoor
236676,20171224060849,MetLife,outdoor
236698,20171224060916,MetLife,outdoor
236720,20171224061008,MetLife,outdoor
236742,20171224061210,MetLife,outdoor
236764,20171224061248,MetLife,outdoor
236786,20171224061269,MetLife,outdoor
236808,20171224061325,MetLife,outdoor
236830,20171224061488,MetLife,outdoor
236852,20171224061509,MetLife,outdoor
236874,20171224061554,MetLife,outdoor
236896,20171224061657,MetLife,outdoor
236918,20171224061788,MetLife,outdoor
236940,20171224061922,MetLife,outdoor
236962,20171224062343,MetLife,outdoor
236984,20171224062364,MetLife,outdoor
237006,20171224062451,MetLife,outdoor
237028,20171224062549,MetLife,outdoor
237050,20171224062570,MetLife,outdoor
237072,20171224062591,MetLife,outdoor
